Query		Subject
Dryopteris_decipiens_DRDE_C227250.p1	151	AT5G15300.1
Dryopteris_decipiens_DRDE_C227468.p1	266	AT1G26900.1
Dryopteris_decipiens_DRDE_C227890.p1	286	AT3G52930.1
Dryopteris_decipiens_DRDE_C228216.p1	299	AT4G16470.1
Dryopteris_decipiens_DRDE_C228466.p1	395	AT3G05650.1
Dryopteris_decipiens_DRDE_C228884.p1	805	AT3G49170.1
Dryopteris_decipiens_DRDE_C229366.p1	946	AT5G41750.1
Dryopteris_decipiens_DRDE_C229502.p1	991	AT5G39220.1
Dryopteris_decipiens_DRDE_C229562.p1	993	AT1G62930.1
Dryopteris_decipiens_DRDE_C229638.p1	1698	AT3G57430.1
Dryopteris_decipiens_DRDE_C229652.p1	1776	AT1G08070.1
Dryopteris_decipiens_DRDE_C230504.p1	1931	AT5G54510.1
Dryopteris_decipiens_DRDE_C230544.p1	1963	AT1G74180.1
Dryopteris_decipiens_DRDE_C230564.p1	2251	AT4G30980.2
Dryopteris_decipiens_DRDE_C230888.p1	2278	AT1G71250.1
Dryopteris_decipiens_DRDE_C231352.p1	2328	AT2G19130.1
Dryopteris_decipiens_DRDE_C231770.p1	2368	AT1G03540.1
Dryopteris_decipiens_DRDE_C231884.p1	2527	AT4G19230.2
Dryopteris_decipiens_DRDE_C231912.p1	2550	AT1G37130.1
Dryopteris_decipiens_DRDE_C231960.p1	2554	AT2G27610.1
Dryopteris_decipiens_DRDE_C232116.p1	2646	AT4G24080.1
Dryopteris_decipiens_DRDE_C232338.p1	2647	AT1G33330.1
Dryopteris_decipiens_DRDE_C232718.p1	2648	AT1G55610.1
Dryopteris_decipiens_DRDE_C233034.p1	2698	AT1G09910.1
Dryopteris_decipiens_DRDE_C233036.p2	2738	AT2G33680.5
Dryopteris_decipiens_DRDE_C233330.p1	2867	AT1G72520.1
Dryopteris_decipiens_DRDE_C233394.p1	2873	AT5G50230.1
Dryopteris_decipiens_DRDE_C233424.p1	2887	AT2G13600.1
Dryopteris_decipiens_DRDE_C233578.p1	3102	AT3G30842.1
Dryopteris_decipiens_DRDE_C233588.p1	3163	AT3G57880.1
Dryopteris_decipiens_DRDE_C234024.p1	3195	AT4G02750.1
Dryopteris_decipiens_DRDE_C234052.p1	3246	AT1G06840.1
Dryopteris_decipiens_DRDE_C234652.p1	3761	AT1G72890.2
Dryopteris_decipiens_DRDE_C234714.p1	3811	AT3G57430.1
Dryopteris_decipiens_DRDE_C234878.p1	3946	AT2G33680.5
Dryopteris_decipiens_DRDE_C235096.p1	4126	AT5G19160.1
Dryopteris_decipiens_DRDE_C235208.p1	4158	AT1G04840.1
Dryopteris_decipiens_DRDE_C236262.p1	4361	AT1G59870.1
Dryopteris_decipiens_DRDE_C236378.p1	4387	AT5G55740.1
Dryopteris_decipiens_DRDE_C236458.p1	4574	AT3G20475.1
Dryopteris_decipiens_DRDE_C236690.p1	4582	AT5G53730.1
Dryopteris_decipiens_DRDE_C237166.p1	4608	AT5G19580.1
Dryopteris_decipiens_DRDE_C238137.p1	4615	AT4G18520.1
Dryopteris_decipiens_DRDE_C238513.p1	4826	AT2G33680.5
Dryopteris_decipiens_DRDE_C238549.p1	4942	AT2G03530.4
Dryopteris_decipiens_DRDE_C239423.p1	4961	AT2G34970.1
Dryopteris_decipiens_DRDE_C239433.p1	4964	AT5G48930.1
Dryopteris_decipiens_DRDE_C239439.p1	5014	AT5G04780.1
Dryopteris_decipiens_DRDE_C239915.p1	5144	AT3G49170.1
Dryopteris_decipiens_DRDE_C240029.p1	5355	AT2G20540.1
